script_id,title,year,gross,writer,producer,director,total female words,total male words,percentage female,percentage_male,cx,cy
8045,Knight and Day,2010,84,m,m,m,4048,5426,0.43,0.57,0,0
8050,Gone in Sixty Seconds,2000,164,m,m,m,1362,8820,0.13,0.87,0,0
8056,Dope,2015,18,m,f,m,1347,6844,0.16,0.84,0,0
8057,A Most Wanted Man,2014,18,m,f,m,2938,6029,0.33,0.67,0,0
8094,Self/less,2015,12,m,m,m,1164,3734,0.24,0.76,0,0
8112,The Grey,2011,56,m,m,m,0,6838,0,1,0,0
8151,The Drop,2014,11,m,f,m,1497,6086,0.2,0.8,0,0
8170,Undertow,2004,0,m,m,m,902,4652,0.16,0.84,0,0
8177,Solomon Kane,2009,0,m,m,m,330,5579,0.06,0.94,0,0
8192,Cloverfield,2008,96,m,m,m,2205,4740,0.32,0.68,0,0
8194,Apollo 18,2011,19,m,m,m,0,2578,0,1,0,0
8197,The November Man,2014,26,m,m,m,1581,5404,0.23,0.77,0,0
8199,Rock of Ages,2012,42,m,m,m,778,3054,0.2,0.8,0,0
8208,Taken 2,2012,153,m,m,m,1908,4134,0.32,0.68,0,0
8209,3 Days to Kill,2014,32,f,m,m,4573,5575,0.45,0.55,0,0
8210,Runner Runner,2013,20,m,m,m,0,9999,0,1,0,0
8215,Silent Hill,2006,62,m,m,m,3109,652,0.83,0.17,0,0
8216,School of Rock,2003,117,m,m,m,1114,2958,0.27,0.73,0,0
8232,Love & Other Drugs,2010,35,m,m,m,3202,5063,0.39,0.61,0,0
8257,The Revenant,2015,147,m,m,m,0,5396,0,1,0,0
8275,The Fourth Kind,2009,29,m,m,m,4269,3986,0.52,0.48,0,0
8277,Cursed,2005,26,m,m,m,2615,3967,0.4,0.6,0,0
8350,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440,m,m,m,1273,8550,0.13,0.87,0,0
8351,Pirates of the Caribbean: Dead Man's Chest,2006,561,m,m,m,1253,7827,0.14,0.86,0,0
8352,Pirates of the Caribbean: At World's End,2007,390,m,m,m,1679,6353,0.21,0.79,0,0
8382,Kingdom of Heaven,2005,64,m,m,m,864,6518,0.12,0.88,0,0
8405,The Recruit,2003,76,m,m,m,728,5795,0.11,0.89,0,0
8406,The Maiden Heist,2009,0,m,m,m,1086,7526,0.13,0.87,0,0
8410,Brick Mansions,2014,21,m,m,m,728,7842,0.08,0.92,0,0
8471,Sinister,2012,52,m,m,m,2246,5325,0.3,0.7,0,0
8479,Blue Jasmine,2013,35,m,f,m,2747,884,0.76,0.24,0,0
8500,Captain America: The First Avenger,2011,194,m,f,m,747,5808,0.11,0.89,0,0
8524,The Adventures of Tintin,2011,85,m,f,m,0,5631,0,1,0,0
8525,Transcendence,2014,24,m,f,m,3040,5333,0.36,0.64,0,0
8543,21,2008,98,m,m,m,732,9088,0.07,0.93,0,0
8556,Lucky Number Slevin,2006,29,m,f,m,1764,10302,0.15,0.85,0,0
8564,The Martian,2015,235,m,m,m,2864,7353,0.28,0.72,0,0
8601,The Illusionist,2006,52,m,f,m,718,6624,0.1,0.9,0,0
8605,The Wolverine,2013,142,m,m,m,1237,7204,0.15,0.85,0,0
8612,The Family,2013,39,m,m,m,2329,8161,0.22,0.78,0,0
8649,Shrek 2,2004,610,m,m,m,890,2574,0.26,0.74,0,0
8655,Pitch Perfect,2012,71,f,f,m,5170,3591,0.59,0.41,0,0
8672,The 40-Year-Old Virgin,2005,147,m,m,m,2624,6634,0.28,0.72,0,0
8743,Blood Diamond,2006,76,m,m,m,1206,5075,0.19,0.81,0,0
8765,Brokeback Mountain,2005,112,f,m,m,411,3011,0.12,0.88,0,0
8770,The Cabin in the Woods,2012,45,m,m,m,2664,4339,0.38,0.62,0,0
8802,The Curious Case of Benjamin Button,2008,153,m,f,m,6542,6402,0.51,0.49,0,0
8807,The Dark Knight Rises,2012,489,m,m,m,1537,8682,0.15,0.85,0,0
8850,Forgetting Sarah Marshall,2008,76,m,m,m,3254,5746,0.36,0.64,0,0
8887,Green Lantern,2011,128,m,m,m,1582,7545,0.17,0.83,0,0
8911,"I, Robot",2004,203,m,m,m,2086,6207,0.25,0.75,0,0
9015,Moneyball,2011,82,m,m,m,511,13269,0.04,0.96,0,0
9017,Monsters University,2013,286,m,m,m,877,5733,0.13,0.87,0,0
9021,Mr. & Mrs. Smith,2005,252,m,f,m,2104,2734,0.43,0.57,0,0
9056,The Others,2001,148,m,m,m,6261,854,0.88,0.12,0,0
9222,Wedding Crashers,2005,283,m,m,m,3322,16459,0.17,0.83,0,0
9236,World War Z,2013,216,m,m,m,412,4569,0.08,0.92,0,0
9247,Lee Daniels' The Butler,2013,125,m,f,m,2359,6924,0.25,0.75,0,0
