script_id,title,year,gross,writer,producer,director,total female words,total male words,percentage female,percentage_male,cx,cy,poster_url
2814,Love & Basketball,2000,44,f,m,f,5638,4260,0.57,0.43,0,0,http://ia.media-imdb.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_SX300.jpg
2815,Machete,2010,29,m,m,m,1939,3965,0.33,0.67,0,0,http://ia.media-imdb.com/images/M/MV5BMTUwNzIwMDY0OF5BMl5BanBnXkFtZTcwMzM3Njg2Mw@@._V1_SX300.jpg
2852,Margin Call,2011,5,m,m,m,1107,11181,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg
2854,Margot at the Wedding,2007,2,m,f,m,10594,5120,0.67,0.33,0,0,http://ia.media-imdb.com/images/M/MV5BMTI4MTU2OTk3OF5BMl5BanBnXkFtZTYwMjE2MjY2._V1_SX300.jpg
2857,Marley & Me,2008,173,m,m,m,6367,11120,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BNTU1OTg1MTc3OV5BMl5BanBnXkFtZTcwMjI0OTc5MQ@@._V1_SX300.jpg
2858,Martha Marcy May Marlene,2011,3,m,m,m,4657,2073,0.69,0.31,0,0,http://ia.media-imdb.com/images/M/MV5BMTc1MTYwMzg1N15BMl5BanBnXkFtZTcwNzM0MDY4Ng@@._V1_SX300.jpg
2865,Master and Commander: The Far Side of the World,2003,135,m,m,m,0,8524,0,1,0,0,http://ia.media-imdb.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg
2866,The Master,2012,17,m,m,m,1028,13654,0.07,0.93,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg
2880,The Mechanic,2011,31,m,m,m,1164,7430,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg
2887,Memento,2000,41,m,m,m,3646,16450,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4MjUxNDAwN15BMl5BanBnXkFtZTcwMDMwNDg3OA@@._V1_SX300.jpg
2894,Men in Black 3,2012,195,m,f,m,113,14351,0.01,0.99,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg
2924,Minority Report,2002,197,m,f,m,2369,12078,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5._V1_SX300.jpg
2927,Mirrors,2008,37,m,m,m,4418,10022,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMTI2NTA1ODEyOF5BMl5BanBnXkFtZTcwNjc3MjY3MQ@@._V1_SX300.jpg
2935,Mission: Impossible II,2000,347,m,m,m,3346,17418,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BODI4Mzk0NDU0NF5BMl5BanBnXkFtZTcwNTczODQwNA@@._V1_SX300.jpg
2944,Monster's Ball,2001,48,m,m,m,889,2668,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ5Mzk4NjgwMF5BMl5BanBnXkFtZTYwMzgxNzY2._V1_SX300.jpg
2945,Monte Carlo,2011,25,m,f,m,13256,3772,0.78,0.22,0,0,http://ia.media-imdb.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg
2946,Moon,2009,5,m,m,m,262,5110,0.05,0.95,0,0,http://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg
2947,Moonrise Kingdom,2012,49,m,m,m,2347,5970,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg
2959,Mud,2012,23,m,m,m,2578,18069,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg
2962,Mulholland Drive,2001,11,m,m,m,8362,5368,0.61,0.39,0,0,http://ia.media-imdb.com/images/M/MV5BMjM1Njg2ODA4OF5BMl5BanBnXkFtZTgwMDM3Mjc1MDE@._V1_SX300.jpg
2975,My Week with Marilyn,2011,16,m,f,m,9047,14201,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_SX300.jpg
2997,The Next Three Days,2010,23,m,m,m,1921,5079,0.27,0.73,0,0,http://ia.media-imdb.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_SX300.jpg
3009,Nine,2009,22,m,f,m,2563,4795,0.35,0.65,0,0,http://ia.media-imdb.com/images/M/MV5BMTY5ODA2MzQxMl5BMl5BanBnXkFtZTcwMTI4NTEwMw@@._V1_SX300.jpg
3014,Ninja Assassin,2009,44,m,f,m,2864,4408,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg
3019,No Strings Attached,2011,77,f,m,m,6259,8525,0.42,0.58,0,0,http://ia.media-imdb.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg
3026,Oblivion,2013,95,m,m,m,5007,8066,0.38,0.62,0,0,http://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg
3029,Ocean's Eleven,2001,281,m,m,m,1046,19972,0.05,0.95,0,0,http://ia.media-imdb.com/images/M/MV5BMTY0Mzg4MzgwN15BMl5BanBnXkFtZTgwNDk0MzkxMDE@._V1_SX300.jpg
3031,Ocean's Twelve,2004,176,m,m,m,4136,15566,0.21,0.79,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3NTIyMzczMF5BMl5BanBnXkFtZTYwMjgzNTg2._V1_SX300.jpg
3040,Only God Forgives,2013,0,m,f,m,3228,9313,0.26,0.74,0,0,http://ia.media-imdb.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX300.jpg
3055,Pandorum,2009,11,m,m,m,2126,16324,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_SX300.jpg
3059,Papadopoulos & Sons,2012,0,m,f,m,1370,8537,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMTY0NDIxOTQzMl5BMl5BanBnXkFtZTgwNDQyODUwMDE@._V1_SX300.jpg
3060,ParaNorman,2012,61,m,m,m,3929,10749,0.27,0.73,0,0,http://ia.media-imdb.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg
3062,Pariah,2011,0,f,f,f,7381,1793,0.8,0.2,0,0,http://ia.media-imdb.com/images/M/MV5BMTM1MTQyNTY3NV5BMl5BanBnXkFtZTcwODk0ODk2Ng@@._V1_SX300.jpg
3079,The Perks of Being a Wallflower,2012,19,m,f,m,2767,7188,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX300.jpg
3089,Phone Booth,2002,69,m,m,m,1464,14258,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BMTcxNDQ5MzAyOV5BMl5BanBnXkFtZTYwMjkxMTU3._V1_SX300.jpg
3092,The Pianist,2002,48,m,m,m,2578,8072,0.24,0.76,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4OTkyOTA3OF5BMl5BanBnXkFtZTYwMDIxNjk5._V1_SX300.jpg
3097,Pineapple Express,2008,105,m,m,m,1602,13152,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_SX300.jpg
3105,Pitch Black,2000,63,m,m,m,4430,8966,0.33,0.67,0,0,http://ia.media-imdb.com/images/M/MV5BMjE4MDY1NzM4OF5BMl5BanBnXkFtZTcwNDU1NDUyMQ@@._V1_SX300.jpg
3124,Precious,2009,55,m,f,m,17536,114,0.99,0.01,0,0,http://ia.media-imdb.com/images/M/MV5BOTEwODQ2NTYwNV5BMl5BanBnXkFtZTcwMTU1Nzg2Mg@@._V1_SX300.jpg
3133,Pride & Prejudice,2005,52,f,m,m,13437,5669,0.7,0.3,0,0,http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3NTcyOTNeQTJeQWpwZ15BbWU3MDA0MzA4MzE@._V1_SX300.jpg
3135,Priest,2011,31,m,m,m,1814,10642,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg
3141,The Producers,2005,26,f,f,m,956,16158,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMjA3NjAyNzg2OF5BMl5BanBnXkFtZTcwOTIyMDUzMQ@@._V1_SX300.jpg
3162,Queen of the Damned,2002,45,f,f,m,5762,10056,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_SX300.jpg
3167,Rachel Getting Married,2008,15,f,f,m,10084,5774,0.64,0.36,0,0,http://ia.media-imdb.com/images/M/MV5BMjA0NTY2NzQ1MF5BMl5BanBnXkFtZTcwNjU1NjAyMg@@._V1_SX300.jpg
3178,The Reader,2008,41,m,m,m,4716,9588,0.33,0.67,0,0,http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg
3189,Red Riding Hood,2011,41,m,m,f,9922,8890,0.53,0.47,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg
3194,Remember Me,2010,21,m,f,m,3750,5458,0.41,0.59,0,0,http://ia.media-imdb.com/images/M/MV5BOTA4MTg1ODkwNF5BMl5BanBnXkFtZTcwMzE5ODAxMw@@._V1_SX300.jpg
3204,Resident Evil,2002,59,m,m,m,2264,3545,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTI5NzQ3OTI1NF5BMl5BanBnXkFtZTYwMDgyNTk5._V1_SX300.jpg
3209,Revolutionary Road,2008,27,m,f,m,8686,10372,0.46,0.54,0,0,http://ia.media-imdb.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg
3212,Rise of the Guardians,2012,112,m,f,m,931,7742,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg
3213,Rise of the Planet of the Apes,2011,194,m,m,m,1537,7447,0.17,0.83,0,0,http://ia.media-imdb.com/images/M/MV5BMTQyMjUxNTc0Ml5BMl5BanBnXkFtZTcwMjg1ODExNg@@._V1_SX300.jpg
3218,The Road,2009,8,m,m,m,911,14436,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg
3237,The Roommate,2011,40,m,m,m,12294,1839,0.87,0.13,0,0,http://ia.media-imdb.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_SX300.jpg
3240,The Ruins,2008,21,m,m,m,10438,14216,0.42,0.58,0,0,http://ia.media-imdb.com/images/M/MV5BMTcxNjc1NjkyOF5BMl5BanBnXkFtZTcwMzUwMjA2MQ@@._V1_SX300.jpg
3244,Rush,2013,28,m,m,m,999,8378,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@._V1_SX300.jpg
3265,Saving Mr. Banks,2013,89,f,m,m,10476,6893,0.6,0.4,0,0,http://ia.media-imdb.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg
3271,Saw,2004,77,m,m,m,2916,20780,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMjAyNTcxNzYwMV5BMl5BanBnXkFtZTgwMzQzNzM5MjE@._V1_SX300.jpg
3280,Scott Pilgrim vs. the World,2010,34,m,m,m,6935,13478,0.34,0.66,0,0,http://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg
3285,Scream 3,2000,143,m,m,m,7720,7712,0.5,0.5,0,0,http://ia.media-imdb.com/images/M/MV5BMTgxMzg2NzQ5NV5BMl5BanBnXkFtZTcwNTY0ODQ4NA@@._V1_SX300.jpg
3294,Serenity,2005,34,m,m,m,8102,20962,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg
3298,The Sessions,2012,6,m,m,m,4680,6424,0.42,0.58,0,0,http://ia.media-imdb.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg
3300,Sex and the City,2008,185,m,m,m,25184,5142,0.83,0.17,0,0,http://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX300.jpg
3313,Shame,2011,4,m,m,m,1937,4311,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM0OTE5MF5BMl5BanBnXkFtZTcwNzI4MDM5Ng@@._V1_SX300.jpg
3331,Shrek,2001,411,m,m,m,3288,17246,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BMTk2NTE1NTE0M15BMl5BanBnXkFtZTgwNjY4NTYxMTE@._V1_SX300.jpg
3332,Shrek the Third,2007,405,m,m,m,1141,7511,0.13,0.87,0,0,http://ia.media-imdb.com/images/M/MV5BMTMyMjE1Mjc1NF5BMl5BanBnXkFtZTcwMzY0MjEzMw@@._V1_SX300.jpg
3333,Sideways,2004,100,m,m,m,4958,22344,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg
3345,S1m0ne,2002,14,m,m,m,9172,16564,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3MzU3MjQ3OV5BMl5BanBnXkFtZTcwOTU4NzgxMQ@@._V1_SX300.jpg
3364,Slither,2006,10,m,m,m,4488,4592,0.49,0.51,0,0,http://ia.media-imdb.com/images/M/MV5BMjEyNTE0NDI2OF5BMl5BanBnXkFtZTcwODcwODMzMQ@@._V1_SX300.jpg
3365,Slumdog Millionaire,2008,170,m,m,m,1242,16392,0.07,0.93,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX300.jpg
3378,Snow White and the Huntsman,2012,169,m,f,m,6169,9546,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_SX300.jpg
3381,The Social Network,2010,106,m,m,m,1990,18854,0.1,0.9,0,0,http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg
3394,Source Code,2011,60,m,m,m,6179,10735,0.37,0.63,0,0,http://ia.media-imdb.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX300.jpg
3427,Star Wars: Episode III - Revenge of the Sith,2005,515,m,m,m,1688,12209,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_SX300.jpg
3467,Sunshine Cleaning,2008,14,f,m,f,10014,6914,0.59,0.41,0,0,http://ia.media-imdb.com/images/M/MV5BMTU4MzUzMTg4M15BMl5BanBnXkFtZTcwNDY2MjUyMg@@._V1_SX300.jpg
3468,Super 8,2011,139,m,m,m,728,7773,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BMTM5NzkxMzQ5MF5BMl5BanBnXkFtZTcwNDYwMTA3NA@@._V1_SX300.jpg
3469,Superbad,2007,153,m,m,m,882,11502,0.07,0.93,0,0,http://ia.media-imdb.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg
3476,Surrogates,2009,44,m,m,m,3215,9551,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg
3494,Take Shelter,2011,1,m,m,m,4046,7877,0.34,0.66,0,0,http://ia.media-imdb.com/images/M/MV5BNzgzODA5MTU3MF5BMl5BanBnXkFtZTcwODY4MDEwNg@@._V1_SX300.jpg
3503,Tamara Drewe,2010,0,f,f,m,9568,9021,0.51,0.49,0,0,http://ia.media-imdb.com/images/M/MV5BMjAyOTIyMjI0Nl5BMl5BanBnXkFtZTcwMzcyODE3Mw@@._V1_SX300.jpg
3509,Ted,2012,239,m,m,m,2415,10277,0.19,0.81,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg
3516,Terminator Salvation,2009,145,m,f,m,1661,2482,0.4,0.6,0,0,http://ia.media-imdb.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg
3536,This Is 40,2012,73,m,m,m,9260,10556,0.47,0.53,0,0,http://ia.media-imdb.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_SX300.jpg
3538,Thor,2011,198,f,f,m,5413,15996,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg
3563,Tinker Tailor Soldier Spy,2011,26,f,m,m,565,8829,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg
3605,Troy,2004,186,m,m,m,4116,29712,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg
3621,Twilight,2008,231,f,m,f,6886,7438,0.48,0.52,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg
3631,The Ugly Truth,2009,103,f,f,m,6033,7968,0.43,0.57,0,0,http://ia.media-imdb.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg
3641,Up,2009,339,m,m,m,998,13334,0.07,0.93,0,0,http://ia.media-imdb.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg
3643,Up in the Air,2009,97,m,m,m,4787,7195,0.4,0.6,0,0,http://ia.media-imdb.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg
3649,Valentine's Day,2010,121,f,m,m,3110,5145,0.38,0.62,0,0,http://ia.media-imdb.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg
3650,Valkyrie,2008,100,m,m,m,200,15696,0.01,0.99,0,0,http://ia.media-imdb.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_SX300.jpg
3667,The Visitor,2007,11,m,m,m,5084,11442,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMTIzNTg3NzkzNV5BMl5BanBnXkFtZTcwNzMwMjU2MQ@@._V1_SX300.jpg
3680,War Horse,2011,87,m,f,m,1331,6950,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg
3686,Warrior,2011,15,m,f,m,677,9875,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg
3689,Water for Elephants,2011,64,m,m,m,3196,14429,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTQzMDU3NDEwN15BMl5BanBnXkFtZTcwMTI3MDU0NA@@._V1_SX300.jpg
3690,The Way Way Back,2010,2,m,m,m,696,12223,0.05,0.95,0,0,http://ia.media-imdb.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_SX300.jpg
3694,What Lies Beneath,2000,250,m,f,m,8754,4668,0.65,0.35,0,0,http://ia.media-imdb.com/images/M/MV5BMzEwMTE4MDk2M15BMl5BanBnXkFtZTcwMjMyMDI5MQ@@._V1_SX300.jpg
3701,The Whistleblower,2010,1,f,m,f,5586,3166,0.64,0.36,0,0,http://ia.media-imdb.com/images/M/MV5BMTkwNzU4MDk1OF5BMl5BanBnXkFtZTcwMjIyMjg4NQ@@._V1_SX300.jpg
3717,Wild Hogs,2007,212,m,f,m,1510,18397,0.08,0.92,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ4MTE5MjY5OV5BMl5BanBnXkFtZTcwNDEwMzUzMw@@._V1_SX300.jpg
3726,Win Win,2011,11,m,f,m,3421,9834,0.26,0.74,0,0,http://ia.media-imdb.com/images/M/MV5BMTczNTgzNjY4OF5BMl5BanBnXkFtZTcwMTcwMjI0NA@@._V1_SX300.jpg
3737,The Wolf of Wall Street,2013,125,m,m,m,1431,15721,0.08,0.92,0,0,http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg
3746,The Wrestler,2008,31,m,m,m,3392,7132,0.32,0.68,0,0,http://ia.media-imdb.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SX300.jpg
3752,X-Men,2000,253,m,m,m,850,4175,0.17,0.83,0,0,http://ia.media-imdb.com/images/M/MV5BOTU3MzA3ODYyM15BMl5BanBnXkFtZTgwMDgwNzc3NjE@._V1_SX300.jpg
3759,Yes Man,2008,118,m,m,m,6128,18164,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BNjYyOTkyMzg2OV5BMl5BanBnXkFtZTcwODAxNjk3MQ@@._V1_SX300.jpg
3765,Youth in Revolt,2009,17,m,f,m,10756,23054,0.32,0.68,0,0,http://ia.media-imdb.com/images/M/MV5BMjE3NTkxODUwOV5BMl5BanBnXkFtZTcwMjE4NjI5Mg@@._V1_SX300.jpg
3766,Zero Dark Thirty,2012,104,m,f,f,5064,8152,0.38,0.62,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg
3770,50/50,2011,38,m,f,m,2209,5617,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg
3776,Thir13en Ghosts,2001,64,m,m,m,2023,4959,0.29,0.71,0,0,http://ia.media-imdb.com/images/M/MV5BMTM2NzIzNTg1MV5BMl5BanBnXkFtZTYwNjA0ODc5._V1_SX300.jpg
3784,28 Days,2000,59,f,f,f,1705,699,0.71,0.29,0,0,http://ia.media-imdb.com/images/M/MV5BMTYwMDA1NjAxMF5BMl5BanBnXkFtZTYwODc3MTU3._V1_SX300.jpg
3789,3:10 to Yuma,2007,67,m,m,m,145,5699,0.02,0.98,0,0,http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg
3805,Adventureland,2009,18,m,m,m,2414,6619,0.27,0.73,0,0,http://ia.media-imdb.com/images/M/MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@._V1_SX300.jpg
3816,Alice in Wonderland,2010,368,f,f,m,3515,1883,0.65,0.35,0,0,http://ia.media-imdb.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg
3850,Animal Kingdom,2010,1,m,m,m,2051,6649,0.24,0.76,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ2NjcwNjE4NV5BMl5BanBnXkFtZTcwNDU2NDg1Mw@@._V1_SX300.jpg
3862,Armored,2009,18,m,m,m,0,4500,0,1,0,0,http://ia.media-imdb.com/images/M/MV5BMTgyOTI4NzAyMF5BMl5BanBnXkFtZTcwOTk3Mjg3Mg@@._V1_SX300.jpg
3872,Atonement,2007,64,m,m,m,3379,2740,0.55,0.45,0,0,http://ia.media-imdb.com/images/M/MV5BMTM0ODc2Mzg1Nl5BMl5BanBnXkFtZTcwMTg4MDU1MQ@@._V1_SX300.jpg
3892,Barney's Version,2010,8,m,m,m,3448,7539,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMTM4MTUwNDg0OF5BMl5BanBnXkFtZTcwMjUyODYxNA@@._V1_SX300.jpg
3918,Below,2002,0,m,m,m,1301,7161,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BNjY3MzI2Njk2NF5BMl5BanBnXkFtZTYwNTk5Mzk5._V1_SX300.jpg
3920,Beowulf,2007,103,m,m,m,1433,4940,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_SX300.jpg
3947,Blue Valentine,2010,10,m,m,m,2694,5025,0.35,0.65,0,0,http://ia.media-imdb.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_SX300.jpg
3951,Boiler Room,2000,27,m,m,m,1465,13596,0.1,0.9,0,0,http://ia.media-imdb.com/images/M/MV5BMTIxNzc3NDA4N15BMl5BanBnXkFtZTYwMzU2OTk2._V1_SX300.jpg
3952,The Boondock Saints II: All Saints Day,2009,11,m,m,m,2397,7359,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX300.jpg
